Car_model, Car_version,Price(Rs),DIMENSIONS_Length(mm),DIMENSIONS_Width(mm),DIMENSIONS_Height(mm),DIMENSIONS_Wheelbase(mm), DIMENSIONS_Ground Clearance(mm),DIMENSIONS_Kerb Weight(kg),DIMENSIONS_Boot Capacity(litres),ENGINE/MOTOR_Fuel Type Propulsion,ENGINE/MOTOR_Engine Installation,ENGINE/MOTOR_Engine Displacement(cc),ENGINE/MOTOR_Engine Type,ENGINE/MOTOR_Max Engine Power,ENGINE/MOTOR_Max Engine Torque,TRANSMISSION_Drive Layout,TRANSMISSION_Gearbox Type,TRANSMISSION_Number Of Gears,TRANSMISSION_Selectable Differential Lock,FUEL ECONOMY/RANGE_Fuel Tank Capacity,FUEL ECONOMY/RANGE_Official Fuel Economy(KPL),SUSPENSION_Front Suspension Type,SUSPENSION_Front Springs,SUSPENSION_Rear Suspension Type,SUSPENSION_Rear Springs,SUSPENSION_Damper Control,SUSPENSION_Ride Height Adjust,STEERING_Type Of Power Assist,STEERING_Steering Adjust,STEERING_Steering Adjust Type,STEERING_Turning Radius(m),WHEELS AND TYRES_Wheels,WHEELS AND TYRES_Wheel Size,WHEELS AND TYRES_Front Tyre Size,WHEELS AND TYRES_Rear Tyre Size,WHEELS AND TYRES_Spare Wheel,BRAKES_Front Brakes,BRAKES_Rear Brakes,SAFETY_Airbags,SAFETY_Anti Lock Brakes Abs,SAFETY_Electronic Parking Brake,SAFETY_Hill Start Assist,SAFETY_Hill Descent Control,SAFETY_Anti Pinch Power Windows,SAFETY_Central Locking,SAFETY_Speed Sensing Auto Door Locks,SAFETY_Child Safety Lock,SAFETY_Isofix Child Seat Mounts,SAFETY_Automatic Headlamps,SAFETY_Automatic Wipers,SAFETY_Rear Washer Wiper,SAFETY_Rear Defogger,SAFETY_Day Night Interior Mirror,SAFETY_Parking Sensors,SAFETY_Parking Camera,SAFETY_Tyre Pressure Monitoring System,SAFETY_Blind Spot Monitor,SAFETY_Adaptive Cruise Control,EXTERIOR_Body Coloured Bumpers,EXTERIOR_Projector Headlamps,EXTERIOR_Headlight Type,EXTERIOR_Daytime Running Lights,EXTERIOR_Front Fog Lamps,SEATS AND UPHOLSTERY_Seats,SEATS AND UPHOLSTERY_Leather Wrapped Steering Wheel,SEATS AND UPHOLSTERY_Leather Wrapped Gear Knob,SEATS AND UPHOLSTERY_Drivers Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Drivers Seat,SEATS AND UPHOLSTERY_Drivers Seat Memory,SEATS AND UPHOLSTERY_Front Passenger Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Front Passenger Seat,SEATS AND UPHOLSTERY_Front Passenger Seat Memory,SEATS AND UPHOLSTERY_Adjustable Front Headrests,SEATS AND UPHOLSTERY_Ventilated Seats,SEATS AND UPHOLSTERY_Heated Seats,SEATS AND UPHOLSTERY_Massage Seats,SEATS AND UPHOLSTERY_Front Seat Armrest,SEATS AND UPHOLSTERY_Rear Seat Armrest,SEATS AND UPHOLSTERY_Adjustable Rear Headrests,SEATS AND UPHOLSTERY_Individual Chairs At Rear,SEATS AND UPHOLSTERY_Rear Seat Backrest Recline,SEATS AND UPHOLSTERY_Rear Seat Backrest Fold,SEATS AND UPHOLSTERY_Rear Seat Backrest Split,SEATS AND UPHOLSTERY_Third Row Seats,INFOTAINMENT_Audio System,INFOTAINMENT_Cd Player,INFOTAINMENT_Usb Input,INFOTAINMENT_Aux Input,INFOTAINMENT_Bluetooth Audio Streaming,INFOTAINMENT_Bluetooth Telephone Function,INFOTAINMENT_Steering Audio Controls,INFOTAINMENT_Steering Phone Controls,INFOTAINMENT_Wireless Phone Charging,INFOTAINMENT_Display,INFOTAINMENT_Android Auto,INFOTAINMENT_Apple Carplay,INFOTAINMENT_Satellite Navigation,INFOTAINMENT_Voice Coands,INFOTAINMENT_Gesture Controls,INFOTAINMENT_Touchpad,INFOTAINMENT_Rear Entertainment Screens,COMFORT AND CONVENIENCE_Power Windows,COMFORT AND CONVENIENCE_Power Windows With One Touch Down,COMFORT AND CONVENIENCE_Power Windows With One Touch Up,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Adjust,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Fold,COMFORT AND CONVENIENCE_Remote Locking,COMFORT AND CONVENIENCE_Keyless Entry,COMFORT AND CONVENIENCE_Push Button Start,COMFORT AND CONVENIENCE_Climate Control,COMFORT AND CONVENIENCE_Rear Ac Vents,COMFORT AND CONVENIENCE_Third Row Ac Vents,COMFORT AND CONVENIENCE_Front Passenger Seat Adjust From Rear,COMFORT AND CONVENIENCE_Rear Window Sun Shades,COMFORT AND CONVENIENCE_Rear Windscreen Sun Shade,COMFORT AND CONVENIENCE_Rear Power Outlet,COMFORT AND CONVENIENCE_Sunroof,COMFORT AND CONVENIENCE_Configurable Ambient Lighting,COMFORT AND CONVENIENCE_Driving Modes,COMFORT AND CONVENIENCE_Cruise Control,COMFORT AND CONVENIENCE_Auto Parking,COMFORT AND CONVENIENCE_Launch Control,COMFORT AND CONVENIENCE_Dead Pedal,COMFORT AND CONVENIENCE_Hands Free Boot Opening,INSTRUMENTATION_Speedometer,INSTRUMENTATION_Tachometer,INSTRUMENTATION_Trip Meter,INSTRUMENTATION_Average Fuel Consumption,INSTRUMENTATION_Distance To Empty,INSTRUMENTATION_Low Fuel Level Warning,INSTRUMENTATION_Gear Indicator,INSTRUMENTATION_Shift Indicator,INSTRUMENTATION_Head Up Display,FUEL ECONOMY/RANGE_Auto Start Stop,ENGINE/MOTOR_Motor Type,ENGINE/MOTOR_Max Motor Power,ENGINE/MOTOR_Max Motor Torque,FUEL ECONOMY/RANGE_Battery Capacity,FUEL ECONOMY/RANGE_Claimed Range,FUEL ECONOMY/RANGE_Charging Time,SAFETY_Electronic Brakeforce Distribution Ebd,SAFETY_Brake Assist Ba,SAFETY_Traction Control,SAFETY_Electronic Stability Control,INFOTAINMENT_Mirrorlink,INFOTAINMENT_Web Browser,INFOTAINMENT_Video Player,INSTRUMENTATION_Average Speed,INSTRUMENTATION_Instantaneous Consumption,TRANSMISSION_Sport Mode Automatic Gearbox,TRANSMISSION_Manual Shifts Via Gear Lever Automatic Gearbox,TRANSMISSION_Paddle Shifters Automatic Gearbox,PERFORMANCE AS TESTED_Performance 0 to 100 kph,PERFORMANCE AS TESTED_Performance 20 to 80 kph Third Gear Kickdown,PERFORMANCE AS TESTED_Performance 40 to 100 kph Fourth Gear Kickdown,FUEL ECONOMY/RANGE_City Fuel Economy Tested,FUEL ECONOMY/RANGE_Highway Fuel Economy Tested,ENGINE/MOTOR_Combined Max Power,SEATS AND UPHOLSTERY_Third Row Seats Fold,SEATS AND UPHOLSTERY_Third Row Seats Split,FUEL ECONOMY/RANGE_Cng Lpg Tank Capacity,ENGINE/MOTOR_Combined Max Torque,ENGINE/MOTOR_Max Engine Power Cng,ENGINE/MOTOR_Max Engine Torque Cng
Audi Q3 Sportback, 2.0 Petrol 40 TFSI Technology  ,5955000,4518,1843,1558,,,1705,530,Petrol,Front,1984,"4 cyls, Turbocharged",190hp,320Nm at 1500-4100rpm,All-Wheel Drive,7-speed Dual-Clutch Auto,7,YES,62.4,,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,NO,NO,Electro-Mechanical,Tilt and Telescopic,Powered,,Alloys,18-inches,235/55 R18,235/55 R18,Space-saver,Disc,Discs,6,1,1,1,0,1,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,1,LED,LED,0,Part-leather,1,0,1,1,0,1,1,0,1,No,No,No,1,1,1,No,Manual,1,1,0,1,0,1,0,1,1,1,1,1,10.09-inch Touchscreen,1,1,Phone-based,1,0,0,0,All,Front and Rear,All,1,1,1,1,1,Auto 2-Zone,1,0,0,0,0,1,Panoramic,1,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,1,1,1,YES,YES,YES,7.3 s,,,,,,,,,,,
Audi Q5, 2.0 Petrol 45 TFSI Premium Plus  ,7120000,4682,1893,1662,2819,,1875,520,Petrol,Front,1984,"4 cyls, Turbocharged",249hp at 5000-6000rpm,370Nm at 1600-4300rpm,All-Wheel Drive,Dual-Clutch Auto,7,NO,70,13.47,"Independent, Multi-link",Coil Springs,"Independent, Multi-link",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual/Powered,,Alloys,19-inches,235/55 R19,235/55 R19,Space-saver,Disc,Discs,8,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,0,LED,LED,0,Leather and Leatherette,1,1,1,1,0,1,1,0,1,No,No,No,1,1,1,No,Manual,1,1,0,1,0,1,1,1,1,1,1,0,10.1-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 3-zone,1,0,0,,0,1,Panoramic,1,1,1,0,0,1,0,Analog,Analog,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,YES,YES,YES,,,,,,,,,,,,
Audi Q5, 2.0 Petrol 45 TFSI Technology  ,7789000,4682,1893,1662,2819,,1890,520,Petrol,Front,1984,"4 cyls, Turbocharged",249hp at 5000-6000rpm,370Nm at 1600-4300rpm,All-Wheel Drive,Dual-Clutch Auto,7,NO,70,13.47,"Independent, Multi-link",Coil Springs,"Independent, Multi-link",Coil Springs,YES,NO,Electric,Tilt and Telescopic,Manual/Powered,,Alloys,19-inches,235/55 R19,235/55 R19,Space-saver,Disc,Discs,8,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,0,LED,LED,0,Leather and Leatherette,1,1,1,1,1,1,1,0,1,No,No,No,1,1,1,No,Manual,1,1,0,1,0,1,1,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 3-zone,1,0,0,,0,1,Panoramic,1,1,1,1,0,1,1,Digital,Digital,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,YES,YES,YES,,,,,,,,,,,,
Audi Q7, 55 TFSI petrol Premium Plus  ,9254000,5064,1970,1703,2999,,,,Petrol,Front,2995,V6,340hp at 5200-6400rpm,500Nm at 1370-4500rpm,All-Wheel Drive,Torque Converter Auto,8,NO,85,11.21,"Independent, Multi-Link",Air Springs,"Independent, Multi-Link",Air Springs,YES,YES,Electric,Tilt and Telescopic,Powered,,Alloys,19-inches,255/55 R19,255/55 R19,No,Discs,Discs,8,1,1,1,1,1,1,1,1,1,1,1,1,1,Auto,Front and Rear,Front and Rear,1,1,1,1,0,LED,LED,0,Leather,1,1,1,1,1,1,1,1,1,No,No,No,1,1,1,No,Yes,1,1,1,1,0,1,0,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,1,0,,Front and Rear,All,All,1,1,1,1,1,Auto 4-zone,1,1,0,0,0,1,Panoramic,1,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,YES,YES,YES,,,,,,,1,1,,,,
Audi Q7, 55 TFSI petrol Technology  ,10200000,5064,1970,1703,2999,,,,Petrol,Front,2995,V6,340hp at 5200-6400rpm,500Nm at 1370-4500rpm,All-Wheel Drive,Torque Converter Auto,8,NO,85,11.21,"Independent, Multi-Link",Air Springs,"Independent, Multi-Link",Air Springs,YES,YES,Electric,Tilt and Telescopic,Powered,,Alloys,19-inches,255/55 R19,255/55 R19,No,Discs,Discs,8,1,1,1,1,1,1,1,1,1,1,1,1,1,Auto,Front and Rear,360-degree,1,1,1,1,0,LED Matrix,LED,0,Leather,1,1,1,1,1,1,1,1,1,No,No,No,1,1,1,No,Yes,1,1,1,1,0,1,0,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,1,0,,Front and Rear,All,All,1,1,1,1,1,Auto 4-zone,1,1,0,0,0,1,Panoramic,1,1,1,1,0,1,1,Digital,Digital,1,1,1,1,1,0,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,YES,YES,YES,,,,,,,1,1,,,,
Audi Q8, 55 TFSI Quattro  ,15400000,4986,1995,1705,2995,,2115,1755,Petrol,Front,2995,"V6, Turbocharged",340hp at 5000-6400rpm,500Nm at 1370-4500rpm,All-Wheel Drive,Torque Converter Auto,8,NO,85,,"Independent, Double Wishbone",Air Springs,"Independent, Multi-Link",Air Springs,YES,NO,Electric,Powered,Tilt and Telescopic,,Alloys,20-inches,275/50 R20,275/50 R20,Space-saver,Disc,Discs,8,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,0,LED,LED,0,Leather,1,1,1,1,1,1,1,0,1,No,No,No,1,1,1,No,Manual,1,1,0,1,0,1,1,1,1,1,1,0,10.1-inch and 8.6-inch Touchscreens,1,1,Onboard,1,0,1,0,Front and Rear,All,All,1,1,1,1,1,Auto 2-zone,1,0,0,,,1,Panoramic,1,1,1,1,0,1,1,Digital,Digital,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,1,1,1,YES,YES,YES,6.07 s,3.97 s,4.93 s,,,,,,,,,
Audi Q8, Celebration 55 TFSI Quattro  ,11400000,4986,1995,1705,2995,254,2115,1755,Petrol,Front,2995,"V6, Turbocharged",340hp at 5000-6400rpm,500Nm at 1370-4500rpm,All-Wheel Drive,Torque Converter Auto,8,NO,85,,"Independent, Double Wishbone",Coil Springs,"Independent, Multi-link",Coil Springs,YES,NO,Electric,Tilt and Telescopic,Powered,,Alloys,19-inches,265/55 R19,265/55 R19,Space Saver,Discs,Discs,8,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,0,LED,LED,0,Leather,1,1,1,1,1,1,1,0,1,No,No,No,1,1,1,No,Manual,1,1,0,1,0,1,1,1,1,1,1,0,10.1-inch and 8.6-inch,1,1,Onboard,1,0,1,0,Front and Rear,All,All,1,1,1,1,1,Auto 2-zone,1,0,0,,,1,Panoramic,1,1,1,1,0,1,0,Digital,Digital,1,1,1,1,1,1,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,YES,YES,YES,6.07 s,3.97 s,4.93 s,,,,,,,,,
Audi Q8, RS Q8  ,23900000,5012,1998,1705,2998,,2315,1755,Petrol,Front,3996,"V8, Turbocharged",600hp at 6000rpm,800Nm at 2200-4500rpm,All-Wheel Drive,Torque Converter Auto,8,NO,85,,"Independent, Double Wishbone",Air Springs,"Independent, Multi-link",Air Springs,YES,YES,Electric,Tilt and Telescopic,Powered,,Alloys,23-inches,295/35 R23,295/35 R23,Space Saver,Discs,Discs,8,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,0,LED,LED,0,Leather,1,1,1,1,1,1,1,0,1,No,No,No,1,1,1,No,Manual,1,1,0,1,0,1,1,1,1,1,1,0,10.1-inch and 8.6-inch,1,1,Onboard,1,0,1,0,Front and Rear,All,All,1,1,1,1,1,Auto 2-zone,1,0,0,,,1,Panoramic,1,1,1,1,1,1,1,Digital,Digital,1,1,1,1,1,1,1,YES,,,,,,,1,1,1,1,0,0,0,1,1,YES,YES,YES,,,,,,,,,,,,
Audi e-tron, 50 Quattro EV  ,11400000,5014,1976,1686,2928,,2445,660,Electric,,,,,,All-Wheel Drive,Auto,1,NO,,,"Independent, Multi-link",Air Springs,"Independent, Multi-link",Air Springs,YES,YES,Electric,Tilt and Telescopic,Powered,,Alloys,20-inches,255/50 R20,255/50 R20,Space-saver,Disc,Discs,8,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,1,LED,LED,0,Leather and Leatherette,1,1,1,1,1,1,1,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,10.1-inch and 8.6-inch Touchscreens,1,1,Onboard,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 4-zone,1,0,0,,0,1,Panoramic,0,1,1,0,0,1,1,Digital,,1,,1,,1,,0,,Permanent Magnet Synchronous Motor,313hp,540Nm,71 kWh,264-379 km,,1,1,1,1,0,0,1,1,,YES,NO,YES,,,,,,,,,,,,
Audi e-tron, 55 Quattro EV  ,13300000,5014,1976,1686,2928,,2595,660,Electric,,,,,,All-Wheel Drive,Auto,1,NO,,,"Independent, Multi-link",Air Springs,"Independent, Multi-link",Air Springs,YES,YES,Electric,Tilt and Telescopic,Powered,,Alloys,20-inches,255/50 R20,255/50 R20,Space-saver,Disc,Discs,8,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,0,0,1,1,LED,LED,0,Leather and Leatherette,1,1,1,1,1,1,1,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,10.1-inch and 8.6-inch Touchscreens,1,1,Onboard,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 4-zone,1,0,0,,0,1,Panoramic,0,1,1,0,0,1,1,Digital,,1,,1,,1,,0,,Permanent Magnet Synchronous Motor,408hp,664Nm,95 kWh,359-484 km,30min to 80% (150kW DC)/about 2hr to 80% (50kW DC)/8hr 30min to 80% (11kW AC) hrs,1,1,1,1,0,0,1,1,,YES,NO,YES,5.58 s,3.17 s,3.57 s,,,,,,,,,
Audi e-tron GT, Quattro EV  ,20600000,4989,1964,1418,2903,,,,Electric,,,,,,All-Wheel Drive,Auto,2,NO,,,"Independent, Double Wishbone",Coil Springs,"Independent, Multi-Link",Coil Springs,YES,NO,Electric,Tilt and Telescopic,Powered,,Alloys,20-inches,245/45 R20,285/40 R20,No,Discs,Discs,7,1,1,1,0,,1,1,1,1,1,1,0,1,Auto,Front and Rear,Rear,1,0,0,1,0,LED,LED,0,Leather,1,0,1,1,1,1,1,1,1,Optional,Optional,Optional,1,1,1,No,No,1,1,0,1,0,1,1,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 3-zone,1,0,0,0,0,0,Fixed Glass,1,1,1,0,1,1,1,Digital,,1,,1,,1,,0,,Permanent Magnet Synchronous Motor,530hp,630Nm,93.4 kWh,388-500km km,22.5min to 80% (270kW DC)/5hr 15min to 80% (22kW AC)/9hr 30min to 80% (11kW AC) hrs,1,1,1,1,0,0,0,1,,YES,NO,YES,,,,,,,,,,,,
Audi e-tron GT, RS Quattro EV  ,23500000,4989,1964,1418,2903,,,,Electric,,,,,,All-Wheel Drive,Auto,2,NO,,,"Independent, Double Wishbone",Air Springs,"Independent, Multi-Link",Air Springs,YES,YES,Electric,Tilt and Telescopic,Powered,,Alloys,20-inches,245/45 R20,285/40 R20,No,Discs,Discs,7,1,1,1,0,,1,1,1,1,1,1,0,1,Auto,Front and Rear,360-degree,1,0,0,1,0,LED,LED,0,Leather,1,0,1,1,1,1,1,1,1,Front,Front,Front,1,1,1,No,No,1,1,0,1,0,1,1,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 3-zone,1,0,0,0,0,0,Fixed Glass,1,1,1,0,1,1,1,Digital,,1,,1,,1,,0,,Permanent Magnet Synchronous Motor,646hp,830Nm,93.4 kWh,401-481km km,22.5min to 80% (270kW DC)/5hr 15min to 80% (22kW AC)/9hr 30min to 80% (11kW AC) hrs,1,1,1,1,0,0,0,1,,YES,NO,YES,,,,,,,,,,,,
Audi e-tron Sportback, 55 Quattro EV  ,13600000,5014,1976,1673,2928,,2595,615,Electric,,,,,,All-Wheel Drive,Auto,1,NO,,,"Independent, Multi-link",Air Springs,"Independent, Multi-link",Air Springs,YES,YES,Electric,Tilt and Telescopic,Powered,,Alloys,20-inches,255/50 R20,255/50 R20,Space-saver,Disc,Discs,8,1,1,1,1,,1,1,1,1,1,1,0,1,Auto,Front and Rear,Rear,1,0,0,1,1,LED,LED,0,Leather and Leatherette,1,1,1,1,1,1,1,0,1,No,No,No,1,1,1,No,No,1,1,0,,,,,,,,,,,,,,,,,,Front and Rear,All,All,1,1,1,1,1,Auto 4-zone,1,0,0,,0,1,Panoramic,0,1,1,0,0,1,1,Digital,,1,,1,,1,,0,,Permanent Magnet Synchronous Motor,408hp,664Nm,95 kWh,359-484 km,30min to 80% (150kW DC)/about 2hr to 80% (50kW DC)/8hr 30min to 80% (11kW AC) hrs,1,1,1,1,,,,1,,YES,NO,YES,,,,,,,,,,,,
BYD Atto 3, EV 60.48kWh  ,3914000,4455,1875,1615,2720,175,1750,440,Electric,,,,,,Front-Wheel Drive,Auto,1,NO,,,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,18-inches,235/55 R18,235/55 R19,No,Discs,Discs,7,1,1,1,1,,1,1,1,1,1,0,1,1,Auto,Front and Rear,360-degree,1,1,1,1,1,LED,LED,0,Leatherette,0,0,1,1,0,0,0,0,0,No,No,No,1,1,1,No,No,1,1,0,1,0,1,0,1,1,1,1,1,12.8-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 1-zone,1,0,0,0,0,1,Panoramic,1,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,0,NO,Permanent Manget Synchronous Motor,204hp,310Nm,60.48 kWh,521 km,50min to 80% (80kW DC) / 9.5-10hrs (AC) hrs,1,1,1,1,0,0,1,1,1,YES,NO,NO,,,,,,,0,0,,,,
BYD E6, GL  ,3359000,4695,1810,1670,2800,145,1930,580,Electric,Front,,,,,Front-Wheel Drive,1-speed Auto,1,NO,,,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.65,Alloys,17-inches,215/55 R17,215/55 R17,Space-saver,Disc,Discs,4,1,1,1,0,0,1,1,1,1,0,0,1,1,Manual,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leather,1,0,1,0,0,1,1,0,1,No,No,No,1,0,1,No,No,1,0,0,1,0,1,1,1,1,1,1,0,10.1-inch Touchscreen,0,0,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,1,0,0,0,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,1,0,0,NO,AC Permanent magnet synchronous,95hp,180Nm,71.7 kWh,522km km,1.5hrs to 100% (60 kW DC) hrs,1,1,1,1,1,1,0,1,1,NO,NO,NO,,,,,,,,,,,,
BYD E6, GLX  ,3410000,4695,1810,1670,2800,145,1930,580,Electric,Front,,,,,Front-Wheel Drive,1-speed Auto,2,NO,,,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.65,Alloys,17-inches,215/55 R17,215/55 R17,Space-saver,Disc,Discs,4,1,1,1,0,0,1,1,1,1,0,0,1,1,Manual,Rear,Rear,1,0,0,1,1,Halogen,LED,1,Leather,1,0,1,0,0,1,1,0,1,No,No,No,1,0,1,No,No,1,0,0,1,0,1,1,1,1,1,1,0,10.1-inch Touchscreen,0,0,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,No,1,1,1,1,1,Auto 1-zone,1,0,1,0,0,0,No,0,0,0,0,0,0,0,Analog,Analog,1,1,1,1,1,0,0,NO,AC Permanent magnet synchronous,95hp,180Nm,71.7 kWh,522km km,1.8hrs to 100% (40kW AC) hrs,1,1,1,1,1,1,0,1,1,NO,NO,NO,,,,,,,,,,,,
Citroen C3, 1.2 Petrol Feel MT  ,805000,3981,1733,1586,2540,180,964,315,Petrol,Front,1198,3 cyls,82hp at 5750rpm,115Nm at 3750rpm,Front-Wheel Drive,Manual,5,NO,30,19.8,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.98,Steel Rims with Wheel Covers,15-inches,195/65 R15,195/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,0,0,0,0,0,No,Yes,No,0,0,0,1,0,Halogen,LED,0,Fabric,0,0,1,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,1,0,1,0,1,1,1,1,0,10.23-inch Touchscreen,1,1,Phone-based,0,0,0,0,Front and Rear,All,No,0,0,1,1,0,Manual,0,0,0,0,0,1,No,0,0,0,0,0,0,0,Digital,No,1,1,1,1,1,1,0,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen C3, 1.2 Petrol Feel Turbo MT  ,935000,3981,1733,1586,2540,180,1035,315,Petrol,Front,1199,"3 cyls, Turbocharged",110hp at 5500rpm,190Nm at 1750rpm,Front-Wheel Drive,Manual,6,NO,30,19.4,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,4.98,Steel Rims with Wheel Covers,15-inches,195/65 R15,195/65 R15,Full-size,Discs,Drums,2,1,0,0,0,0,1,1,1,0,0,0,0,0,No,Yes,No,0,0,0,1,0,Halogen,LED,0,Fabric,0,0,1,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,1,0,1,0,1,1,1,1,0,10.23-inch Touchscreen,1,1,Phone-based,0,0,0,0,Front and Rear,All,No,0,0,1,1,0,Manual,0,0,0,0,0,1,No,0,0,0,0,0,0,0,Digital,No,1,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen C3, 1.2 Petrol Live MT  ,702000,3981,1733,1586,2540,180,939,315,Petrol,Front,1198,3 cyls,82hp at 5750rpm,115Nm at 3750rpm,Front-Wheel Drive,Manual,5,NO,30,19.8,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,No,,4.98,Steel Rims with Wheel Covers,15-inches,195/65 R15,195/65 R15,Space-saver,Disc,Drums,2,1,0,0,0,0,1,0,1,0,0,0,0,0,No,Yes,No,0,0,0,1,0,Halogen,No,0,Fabric,0,0,0,0,0,0,0,0,0,No,No,No,0,0,0,No,No,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,Front,Front,No,0,0,0,0,0,Manual,0,0,0,0,0,0,No,0,0,0,0,0,0,0,Digital,No,1,1,1,1,1,1,0,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen C5 Aircross, Feel Diesel  ,3819000,4500,1969,1710,2730,,,580,Diesel,Front,1997,"4 cyls, Turbocharged",177hp at 3750rpm,400Nm at 2000rpm,Front-Wheel Drive,Torque Converter Auto,8,NO,52.5,18.6,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Twist Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,5.35,Alloys,18-inches,235/55 R18,235/55 R18,Full-size,Discs,Discs,6,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,0,1,1,Halogen,LED,1,Leatherette and Fabric,1,0,1,1,0,1,1,0,1,No,No,No,1,0,1,Yes,Manual,1,1,0,1,0,1,0,1,1,1,1,0,8-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,All,All,1,1,1,1,1,Auto 2-zone,1,0,0,0,0,1,No,0,1,1,1,0,1,0,Digital,Digital,1,1,1,1,1,0,0,YES,,,,,,,1,1,1,1,1,0,0,1,1,YES,NO,YES,9.61 s,5.89 s,7.71 s,,,,,,,,,
